code               ,area      ,cost        ,address                                                                                                                                                                                                                                  ,coordinates
28:10:013013:3533  ,   1478.0 ,  734915.65 ,"Амурская обл., Благовещенский р-н., с. Чигири"                                                                                                                                                                                          ,"[[[[50.35004357121662, 127.47565085941322]]]]"
28:10:013013:3387  ,   1080.0 ,  541322.49 ,"Амурская область, р-н Благовещенский, с/с Чигиринский, с. Чигири"                                                                                                                                                                       ,"[[[[50.3516332882818, 127.49447248572733]]]]"
28:10:013013:3360  ,    754.0 ,  375286.77 ,"Амурская область, р-н Благовещенский, с Чигири"                                                                                                                                                                                         ,"[[[[50.34937678349064, 127.47736575369476]]]]"
28:10:013013:331   ,          ,            ,                                                                                                                                                                                                                                         ,[]
28:10:013013:3303  ,   1500.0 ,  751365.1  ,"Амурская область, м.о. Благовещенский, с Чигири, ул Покровская, з/у Л303"                                                                                                                                                               ,"[[[[50.35071723311902, 127.49233568903776]]]]"
28:10:013013:3283  ,   2437.0 ,  106276.72 ,"Амурская область, р-н Благовещенский, с/с Чигиринский"                                                                                                                                                                                  ,"[[[[50.38090219094551, 127.54162338583791]]]]"
28:10:013013:3242  ,    600.0 ,   48473.24 ,"Амурская область, р-н Благовещенский, с Чигири, садоводческое товарищество Чигиринской ЦРБ"                                                                                                                                             ,[]
28:10:013013:3086  ,   2990.0 ,  459812.89 ,"Амурская область, р-н Благовещенский, с/с Чигиринский"                                                                                                                                                                                  ,"[[[[50.35795792803266, 127.50300819993427]]]]"
28:10:013013:2775  ,   1500.0 ,  733911.72 ,"Амурская область, р-н Благовещенский, с Чигири"                                                                                                                                                                                         ,"[[[[50.34753108822803, 127.47657356466287]]]]"
28:10:013013:276   ,   1499.0 ,  747041.85 ,"Амурская область, р-н Благовещенский, с Чигири"                                                                                                                                                                                         ,"[[[[50.34807840956309, 127.47889807677389]]]]"
28:10:013013:2622  ,   1150.0 ,  565618.73 ,"Российская Федерация, Амурская область, муниципальный район Благовещенский, сельское поселение Чигиринский сельсовет, село Чигири, микрорайон Чигиринская Усадьба, улица Прохладная, земельный участок 6"                               ,"[[[[50.35899706371488, 127.45949305743079]]]]"
28:10:013013:2621  ,   1146.0 ,  563589.71 ,"Амурская область, р-н Благовещенский, с Чигири"                                                                                                                                                                                         ,"[[[[50.35926746822413, 127.45949115459861]]]]"
28:10:013013:2616  ,   1200.0 ,  590600.69 ,"Амурская область, р-н Благовещенский, с Чигири"                                                                                                                                                                                         ,"[[[[50.358258122740025, 127.46026038976729]]]]"
28:10:013013:2583  ,   1018.0 ,  512652.04 ,"Амурская область, Благовещенский муниципальный округ, с Чигири, ул. Соборная, земельный участок 24"                                                                                                                                     ,"[[[[50.34973847812658, 127.50381085643698]]]]"
28:10:013013:2201  ,   8050.0 ,  732192.47 ,"Амурская область, р-н Благовещенский"                                                                                                                                                                                                   ,"[[[[50.39141850428453, 127.52085985755724]]]]"
28:10:013013:1744  ,   1782.0 ,  891290.84 ,"Амурская область, р-н Благовещенский, с Чигири"                                                                                                                                                                                         ,"[[[[50.34231146068655, 127.52555639255127]]]]"
28:10:013013:1222  ,   1466.0 ,  719613.31 ,"Амурская обл, р-н Благовещенский, с Чигири"                                                                                                                                                                                             ,"[[[[50.36074110997519, 127.45676274332136]]]]"
28:10:013013:1172  ,   1444.0 ,  712094.66 ,"Амурская обл, р-н Благовещенский, с Чигири"                                                                                                                                                                                             ,"[[[[50.35963610756838, 127.46562154981979]]]]"
28:10:013013:1061  ,          ,            ,                                                                                                                                                                                                                                         ,[]
28:10:013009:50    , 154549.0 ,  234914.48 ,"Амурская область, р-н Благовещенский, с Верхнеблаговещенское"                                                                                                                                                                           ,"[[[[50.31159445729999, 127.36923847133721]]]]"
28:10:013004:917   ,    660.0 ,  339164.51 ,"Амурская область, р-н Благовещенский, с/с Чигиринский, с Чигири"                                                                                                                                                                        ,"[[[[50.32515148189313, 127.53082920688196]]]]"
28:10:013004:916   ,    671.0 ,  344968.66 ,"Амурская область, р-н Благовещенский, с/с Чигиринский, с Чигири"                                                                                                                                                                        ,"[[[[50.32472719330087, 127.53188150246172]]]]"
28:10:013004:915   ,    671.0 ,  344980.91 ,"Амурская область, р-н Благовещенский, с/с Чигиринский, с Чигири"                                                                                                                                                                        ,"[[[[50.32465502315574, 127.53146506563978]]]]"
28:10:013004:914   ,    667.0 ,  342936.9  ,"Амурская область, р-н Благовещенский, с/с Чигиринский, с Чигири"                                                                                                                                                                        ,"[[[[50.32457872394492, 127.53102130987031]]]]"
28:10:013004:913   ,    628.0 ,  322773.12 ,"Амурская область, р-н Благовещенский, с/с Чигиринский, с Чигири"                                                                                                                                                                        ,"[[[[50.325052061582966, 127.53182863016653]]]]"
28:10:013004:912   ,    637.0 ,  327408.68 ,"Амурская область, р-н Благовещенский, с/с Чигиринский, с Чигири"                                                                                                                                                                        ,"[[[[50.32500193992085, 127.53155267902301]]]]"
28:10:013004:911   ,    642.0 ,  329988.41 ,"Амурская область, р-н Благовещенский, с/с Чигиринский, с Чигири"                                                                                                                                                                        ,"[[[[50.32494961570992, 127.53127437025451]]]]"
28:10:013004:910   ,    651.0 ,  334624.58 ,"Амурская область, р-н Благовещенский, с/с Чигиринский, с Чигири"                                                                                                                                                                        ,"[[[[50.324896020265875, 127.53099364946692]]]]"
28:10:013004:909   ,    635.0 ,  326409.58 ,"Амурская область, р-н Благовещенский, с/с Чигиринский, с Чигири"                                                                                                                                                                        ,"[[[[50.32484464094817, 127.53071340677819]]]]"
28:10:013004:907   ,    663.0 ,  340673.43 ,"Амурская область, р-н Благовещенский, с/с Чигиринский, с Чигири"                                                                                                                                                                        ,"[[[[50.325318978955785, 127.53171852330463]]]]"
28:10:013004:906   ,    659.0 ,  338629.2  ,"Амурская область, р-н Благовещенский, с/с Чигиринский, с Чигири"                                                                                                                                                                        ,"[[[[50.32526147231683, 127.53142228728143]]]]"
28:10:013004:905   ,    659.0 ,  338640.14 ,"Амурская область, р-н Благовещенский, с/с Чигиринский, с Чигири"                                                                                                                                                                        ,"[[[[50.32520627071492, 127.53112590147799]]]]"
28:10:013004:903   ,    659.0 ,  338660.8  ,"Амурская область, р-н Благовещенский, с/с Чигиринский, с Чигири"                                                                                                                                                                        ,"[[[[50.32509652978176, 127.530532548464]]]]"
28:10:013004:900   ,    702.0 ,  360594.83 ,"Амурская область, р-н Благовещенский, с/с Чигиринский, с Чигири"                                                                                                                                                                        ,"[[[[50.32565801793329, 127.53161494031909]]]]"
28:10:013004:653   ,    748.0 ,  381959.76 ,"Амурская область, р-н Благовещенский, с Чигири"                                                                                                                                                                                         ,"[[[[50.333459432971466, 127.52755500308226]]]]"
28:10:013004:648   ,    720.0 ,  367630.94 ,"Амурская область, р-н Благовещенский, с Чигири"                                                                                                                                                                                         ,"[[[[50.33318977518472, 127.52719429820095]]]]"
28:10:013004:645   ,    702.0 ,  358556.16 ,"Амурская область, р-н Благовещенский, с Чигири"                                                                                                                                                                                         ,"[[[[50.33313222111317, 127.52807323567306]]]]"
28:10:013004:637   ,    708.0 ,  361501.25 ,"Амурская область, р-н Благовещенский, с Чигири"                                                                                                                                                                                         ,"[[[[50.33284789151661, 127.52703259609943]]]]"
28:10:013004:636   ,    708.0 ,  361544.63 ,"Амурская область, р-н Благовещенский, с Чигири"                                                                                                                                                                                         ,"[[[[50.33284838217205, 127.52735844195425]]]]"
28:10:013004:626   ,    702.0 ,  358374.02 ,"Амурская область, р-н Благовещенский, с Чигири"                                                                                                                                                                                         ,"[[[[50.332562563921634, 127.52643672843466]]]]"
28:10:013004:625   ,    708.0 ,  361480.51 ,"Амурская область, р-н Благовещенский, с Чигири"                                                                                                                                                                                         ,"[[[[50.33257329869622, 127.52676395474204]]]]"
28:10:013004:624   ,    708.0 ,  361523.87 ,"Амурская область, р-н Благовещенский, с Чигири"                                                                                                                                                                                         ,"[[[[50.33257379010222, 127.52708979871196]]]]"
28:10:013004:607   ,   1026.0 ,  524223.55 ,"Амурская область, р-н Благовещенский, с Чигири"                                                                                                                                                                                         ,"[[[[50.33228264878465, 127.52858345817818]]]]"
28:10:013004:604   ,    709.0 ,  361892.37 ,"Амурская область, р-н Благовещенский, с Чигири"                                                                                                                                                                                         ,"[[[[50.33467765276996, 127.52691090408311]]]]"
28:10:013004:597   ,   1030.0 ,  525920.24 ,"Амурская область, р-н Благовещенский, с Чигири"                                                                                                                                                                                         ,"[[[[50.334553909690634, 127.52776559884808]]]]"
28:10:013004:595   ,    701.0 ,  358146.25 ,"Амурская область, р-н Благовещенский, с Чигири"                                                                                                                                                                                         ,"[[[[50.334353275630136, 127.52937076747651]]]]"
28:10:013004:593   ,    701.0 ,  358089.93 ,"Амурская область, р-н Благовещенский, с Чигири"                                                                                                                                                                                         ,"[[[[50.334314188491895, 127.52892546023642]]]]"
28:10:013004:592   ,    701.0 ,  358049.36 ,"Амурская область, р-н Благовещенский, с Чигири"                                                                                                                                                                                         ,"[[[[50.33428605195466, 127.52860540954859]]]]"
28:10:013004:591   ,    701.0 ,  357992.78 ,"Амурская область, р-н Благовещенский, с Чигири"                                                                                                                                                                                         ,"[[[[50.33424690734159, 127.5281601421253]]]]"
28:10:013004:591   ,    701.0 ,  357992.78 ,"Амурская область, р-н Благовещенский, с Чигири"                                                                                                                                                                                         ,"[[[[50.33424690734159, 127.5281601421253]]]]"
28:10:013004:584   ,    702.0 ,  358527.32 ,"Амурская область, р-н Благовещенский, с Чигири"                                                                                                                                                                                         ,"[[[[50.33397526978013, 127.52821842193588]]]]"
28:10:013004:579   ,    701.0 ,  358193.06 ,"Амурская область, р-н Благовещенский, с Чигири"                                                                                                                                                                                         ,"[[[[50.33381003785448, 127.5294872998489]]]]"
28:10:013004:569   ,    737.0 ,  376303.15 ,"Амурская область, р-н Благовещенский, с Чигири"                                                                                                                                                                                         ,"[[[[50.33346404982215, 127.52724313678655]]]]"
28:10:013004:546   ,    702.0 ,  358703.36 ,"Амурская область, р-н Благовещенский, с Чигири"                                                                                                                                                                                         ,"[[[[50.33126998299119, 127.52847273675621]]]]"
28:10:013004:1602  ,    464.0 ,  237402.0  ,"Амурская область, м.о. Благовещенский, с Чигири, ул Балтийская, з/у 11/1"                                                                                                                                                               ,"[[[[50.33202405742116, 127.53242658349873]]]]"
28:10:013004:1560  ,    351.0 ,  179424.56 ,"Амурская область, м.о. Благовещенский, с Чигири, ул Песчаная, з/у 30"                                                                                                                                                                   ,"[[[[50.33052293929876, 127.52863302807445]]]]"
28:10:013004:1559  ,    351.0 ,  179438.48 ,"Амурская область, м.о. Благовещенский, с Чигири, пер Фруктовый, з/у 12"                                                                                                                                                                 ,"[[[[50.330377275743366, 127.52788452895742]]]]"
28:10:013004:1558  ,    351.0 ,  179415.2  ,"Амурская область, м.о. Благовещенский, с Чигири, пер Фруктовый, з/у 10"                                                                                                                                                                 ,"[[[[50.3305130965311, 127.52785538829046]]]]"
28:10:013004:1448  ,    641.0 ,  328524.52 ,"Амурская обл., Благовещенский р-н., с. Чигири"                                                                                                                                                                                          ,"[[[[50.32788454449598, 127.52959918275813]]]]"
28:10:013004:1438  ,    643.0 ,  329382.61 ,"Амурская обл., Благовещенский р-н., с. Чигири"                                                                                                                                                                                          ,"[[[[50.32834879277819, 127.52860569647225]]]]"
28:10:013004:1437  ,    613.0 ,  314179.36 ,"Амурская область, муниципальный округ Благовещенский, село Чигири, переулок Фруктовый, земельный участок 37"                                                                                                                            ,"[[[[50.32771403629625, 127.52841442388292]]]]"
28:10:013004:1432  ,    666.0 ,  341129.61 ,"Амурская обл., Благовещенский р-н., с. Чигири"                                                                                                                                                                                          ,"[[[[50.3283697289049, 127.52804545002553]]]]"
28:10:013004:1429  ,    754.0 ,  385963.21 ,"Амурская обл., Благовещенский р-н., с. Чигири"                                                                                                                                                                                          ,"[[[[50.329137304830844, 127.52915017329533]]]]"
28:10:013004:1429  ,    754.0 ,  385963.21 ,"Амурская обл., Благовещенский р-н., с. Чигири"                                                                                                                                                                                          ,"[[[[50.329137304830844, 127.52915017329533]]]]"
28:10:013004:1417  ,    910.0 ,  465410.75 ,"Амурская обл., Благовещенский р-н., с. Чигири"                                                                                                                                                                                          ,"[[[[50.3318978736089, 127.53118874270916]]]]"
28:10:013004:1398  ,    601.0 ,  307061.41 ,"Амурская обл., Благовещенский р-н., Чигиринский с/с, с. Чигири"                                                                                                                                                                         ,"[[[[50.33077776105525, 127.5247705595022]]]]"
28:10:013004:1392  ,    604.0 ,  308391.15 ,"Амурская обл., Благовещенский р-н., Чигиринский с/с, с. Чигири"                                                                                                                                                                         ,"[[[[50.33150296087214, 127.52493964945747]]]]"
28:10:013004:1389  ,    637.0 ,  325178.41 ,"Амурская обл., Благовещенский р-н., Чигиринский с/с, с. Чигири"                                                                                                                                                                         ,"[[[[50.33179361557948, 127.52570999735558]]]]"
28:10:013004:1387  ,    600.0 ,  306394.82 ,"Амурская обл., Благовещенский р-н., Чигиринский с/с, с. Чигири"                                                                                                                                                                         ,"[[[[50.33138361698664, 127.525330800518]]]]"
28:10:013004:1387  ,    600.0 ,  306394.82 ,"Амурская обл., Благовещенский р-н., Чигиринский с/с, с. Чигири"                                                                                                                                                                         ,"[[[[50.33138361698664, 127.525330800518]]]]"
28:10:013004:1366  ,          ,            ,                                                                                                                                                                                                                                         ,[]
28:10:013004:1359  ,          ,            ,                                                                                                                                                                                                                                         ,[]
28:10:013004:1358  ,          ,            ,                                                                                                                                                                                                                                         ,[]
28:10:013004:1355  ,          ,            ,                                                                                                                                                                                                                                         ,[]
28:10:013004:1353  ,          ,            ,                                                                                                                                                                                                                                         ,[]
28:10:013004:1346  ,          ,            ,                                                                                                                                                                                                                                         ,[]
28:10:013004:1343  ,          ,            ,                                                                                                                                                                                                                                         ,[]
28:10:013004:1340  ,          ,            ,                                                                                                                                                                                                                                         ,[]
28:10:013004:1322  ,    269.0 ,  137348.82 ,"Амурская обл., Благовещенский р-н., Чигиринский с/с, с. Чигири"                                                                                                                                                                         ,"[[[[50.331580838965145, 127.52638108454346]]]]"
28:10:013004:1313  ,    262.0 ,  133767.69 ,"Амурская обл., Благовещенский р-н., Чигиринский с/с, с. Чигири"                                                                                                                                                                         ,"[[[[50.33158854016799, 127.52589686024828]]]]"
28:10:013004:1306  ,   4023.0 , 2593587.16 ,"Амурская обл., Благовещенский р-н., Чигиринский с/с, с. Чигири"                                                                                                                                                                         ,"[[[[50.324886814726106, 127.52916151503148]]]]"
28:10:013004:1257  ,    757.0 ,  387322.56 ,"Амурская обл., Благовещенский р-н., с. Чигири"                                                                                                                                                                                          ,"[[[[50.3337083737738, 127.5331019612822]]]]"
28:10:013004:1169  ,          ,            ,                                                                                                                                                                                                                                         ,[]
28:10:013004:1155  ,    827.0 ,  415236.76 ,"Амурская область, муниципальный район Благовещенский, сельское поселение Чигиринский сельсовет, село Чигири, улица Иверская, земельный участок Л55"                                                                                     ,"[[[[50.33360856763593, 127.53113868348804]]]]"
28:10:013004:1120  ,    650.0 ,  331689.62 ,"Амурская обл., Благовещенский р-н., Чигиринский с/с, с. Чигири"                                                                                                                                                                         ,"[[[[50.332078006469956, 127.52457568195346]]]]"
28:10:013004:1119  ,    650.0 ,  331645.91 ,"Амурская обл., Благовещенский р-н., Чигиринский с/с, с. Чигири"                                                                                                                                                                         ,"[[[[50.33218533422542, 127.52425396928751]]]]"
28:10:013004:1111  ,    650.0 ,  331917.54 ,"Амурская обл., Благовещенский р-н., Чигиринский с/с, с. Чигири"                                                                                                                                                                         ,"[[[[50.3311582134615, 127.5228279440515]]]]"
28:10:013004:1100  ,    650.0 ,  331849.31 ,"РФ, Амурская область, муниципальный район Благовещенский, сельское поселение Чигиринский сельсовет, село Чигири, переулок Успеха, земельный участок 4"                                                                                  ,"[[[[50.33137295696568, 127.52297308642692]]]]"
28:10:013004:1089  ,    650.0 ,  331797.27 ,"РФ, Амурская область, муниципальный район Благовещенский, сельское поселение Чигиринский сельсовет, село Чигири, переулок Успеха, земельный участок 6"                                                                                  ,"[[[[50.331563476635175, 127.5231466369344]]]]"
28:10:013004:1078  ,    650.0 ,  331745.2  ,"РФ, Амурская область, муниципальный район Благовещенский, сельское поселение Чигиринский сельсовет, село Чигири, переулок Успеха, земельный участок 8"                                                                                  ,"[[[[50.33175393749247, 127.52332041334185]]]]"
28:10:013004:1072  ,    600.0 ,  306520.95 ,"Амурская обл., Благовещенский р-н., Чигиринский с/с, с. Чигири"                                                                                                                                                                         ,"[[[[50.33078237248617, 127.52391019281804]]]]"
28:10:013004:1070  ,    605.0 ,  309023.29 ,"РФ, Амурская область, муниципальный район Благовещенский, сельское поселение Чигиринский сельсовет, село Чигири, переулок Албазинский, земельный участок 3"                                                                             ,"[[[[50.3309860478232, 127.52409560947547]]]]"
28:10:013004:1068  ,    600.0 ,  306417.15 ,"РФ, Амурская область, муниципальный район Благовещенский, сельское поселение Чигиринский сельсовет, село Чигири, переулок Албазинский, земельный участок 5"                                                                             ,"[[[[50.33119028259119, 127.52428043605471]]]]"
28:10:013004:1067  ,    650.0 ,  331692.92 ,"Амурская обл., Благовещенский р-н., Чигиринский с/с, с. Чигири"                                                                                                                                                                         ,"[[[[50.331944512726054, 127.52349413207588]]]]"
28:10:013004:1066  ,          ,            ,                                                                                                                                                                                                                                         ,[]
28:10:013004:1061  ,    600.0 ,  306261.76 ,"РФ, Амурская область, муниципальный район Благовещенский, сельское поселение Чигиринский сельсовет, село Чигири, переулок Албазинский, земельный участок 11"                                                                            ,"[[[[50.33179833229256, 127.52483401019124]]]]"
28:10:013004:1059  ,    601.0 ,  306719.51 ,"РФ, Амурская область, муниципальный район Благовещенский, сельское поселение Чигиринский сельсовет, село Чигири, переулок Албазинский, земельный участок 13"                                                                            ,"[[[[50.331987211186686, 127.52503941174345]]]]"
28:10:013004:1058  ,    653.0 ,  333546.51 ,"РФ, Амурская область, муниципальный район Благовещенский, сельское поселение Чигиринский сельсовет, село Чигири, переулок Албазинский, земельный участок 2"                                                                             ,"[[[[50.33090227882073, 127.52350295676288]]]]"
28:10:013004:1057  ,    659.0 ,  336566.55 ,"Амурская обл., Благовещенский р-н., Чигиринский с/с, с. Чигири"                                                                                                                                                                         ,"[[[[50.33100780916831, 127.52318608262553]]]]"
28:10:013004:1056  ,    650.0 ,  331640.52 ,"Амурская обл., Благовещенский р-н., Чигиринский с/с, с. Чигири"                                                                                                                                                                         ,"[[[[50.3321350570507, 127.52366832509747]]]]"
28:10:013004:1055  ,    650.0 ,  331961.41 ,"Амурская обл., Благовещенский р-н., Чигиринский с/с, с. Чигири"                                                                                                                                                                         ,"[[[[50.33109811899922, 127.5236819227098]]]]"
28:10:013004:1054  ,    650.0 ,  331915.31 ,"РФ, Амурская область, муниципальный район Благовещенский, сельское поселение Чигиринский сельсовет, село Чигири, переулок Успеха, земельный участок 3"                                                                                  ,"[[[[50.33120874657833, 127.52336423495711]]]]"
28:10:013004:1053  ,    650.0 ,  331907.59 ,"РФ, Амурская область, муниципальный район Благовещенский, сельское поселение Чигиринский сельсовет, село Чигири, переулок Албазинский, земельный участок 6"                                                                             ,"[[[[50.33129389639236, 127.52386061572922]]]]"
28:10:013004:1052  ,    650.0 ,  331861.31 ,"Амурская обл., Благовещенский р-н., Чигиринский с/с, с. Чигири"                                                                                                                                                                         ,"[[[[50.33140454287173, 127.5235419015082]]]]"
28:10:013004:1051  ,    650.0 ,  331853.48 ,"РФ, Амурская область, муниципальный район Благовещенский, сельское поселение Чигиринский сельсовет, село Чигири, переулок Албазинский, земельный участок 8"                                                                             ,"[[[[50.33148973716737, 127.52403965812562]]]]"
28:10:013004:1050  ,    650.0 ,  331807.66 ,"Амурская обл., Благовещенский р-н., Чигиринский с/с, с. Чигири"                                                                                                                                                                         ,"[[[[50.331599746665574, 127.52371981494124]]]]"
28:10:013004:1049  ,    650.0 ,  331799.0  ,"Амурская обл., Благовещенский р-н., Чигиринский с/с, с. Чигири"                                                                                                                                                                         ,"[[[[50.33168581163262, 127.5242182345082]]]]"
28:10:013004:1048  ,    650.0 ,  331753.93 ,"РФ, Амурская область, муниципальный район Благовещенский, сельское поселение Чигиринский сельсовет, село Чигири, переулок Успеха, земельный участок 9"                                                                                  ,"[[[[50.33179493267712, 127.5238979316356]]]]"
28:10:013004:1047  ,    650.0 ,  331744.44 ,"РФ, Амурская область, муниципальный район Благовещенский, сельское поселение Чигиринский сельсовет, село Чигири, переулок Албазинский, земельный участок 12"                                                                            ,"[[[[50.33188199201661, 127.52439703735683]]]]"
28:10:013004:1046  ,    650.0 ,  331699.98 ,"Амурская обл., Благовещенский р-н., Чигиринский с/с,  с. Чигири"                                                                                                                                                                        ,"[[[[50.33199013494486, 127.52407597696757]]]]"
28:10:013004:1046  ,    650.0 ,  331699.98 ,"Амурская обл., Благовещенский р-н., Чигиринский с/с,  с. Чигири"                                                                                                                                                                        ,"[[[[50.33199013494486, 127.52407597696757]]]]"
28:10:013004:1044  ,   6502.0 , 4122328.7  ,"Амурская обл., Благовещенский р-н., с. Чигири"                                                                                                                                                                                          ,"[[[[50.33516584544768, 127.53295747963733]]]]"
28:10:013002:85    ,   1034.0 ,  534096.37 ,"Амурская область, р-н Благовещенский, с Чигири"                                                                                                                                                                                         ,"[[[[50.31820925988968, 127.52012367537306]]]]"
28:10:013002:84    ,   1034.0 ,  534430.56 ,"Амурская область, р-н. Благовещенский, с. Чигири"                                                                                                                                                                                       ,"[[[[50.31713497523775, 127.51831536664253]]]]"
28:10:013002:81    ,   1038.0 ,  536274.73 ,"Амурская область, р-н Благовещенский, с Чигири"                                                                                                                                                                                         ,"[[[[50.31752423227194, 127.51795956197337]]]]"
28:10:013002:523   ,   2248.0 , 1467478.36 ,"Амурская область, р-н Благовещенский, с Чигири"                                                                                                                                                                                         ,"[[[[50.31402340576349, 127.53380633015384]]]]"
28:10:013002:480   ,   8672.0 ,67035964.69 ,"Амурская обл, р-н Благовещенский, с Чигири"                                                                                                                                                                                             ,"[[[[50.312523038357035, 127.52788576329642]]]]"
28:10:013002:4154  ,    713.0 ,  369488.6  ,"Амурская область, м.р-н Благовещенский, с.п. Чигиринский сельсовет, с Чигири"                                                                                                                                                           ,"[[[[50.31501247885805, 127.52205859245555]]]]"
28:10:013002:4048  ,    532.0 ,  275555.67 ,"Амурская область, Благовещенский р-н., с. Чигири"                                                                                                                                                                                       ,"[[[[50.31539524222121, 127.52170841945171]]]]"
28:10:013002:4046  ,    532.0 ,  275593.1  ,"Амурская область, муниципальный округ Благовещенский, село Чигири, улица Осенняя, земельный участок Л46"                                                                                                                                ,"[[[[50.31520705267121, 127.5215291357138]]]]"
28:10:013002:3969  ,    629.0 ,  322192.21 ,"Амурская обл., Благовещенский р-н., с. Чигири"                                                                                                                                                                                          ,"[[[[50.32782868939162, 127.52313784856362]]]]"
28:10:013002:361   ,   1340.0 ,  698973.75 ,"Амурская обл, р-н Благовещенский, с Чигири"                                                                                                                                                                                             ,"[[[[50.32503086138007, 127.52010487323896]]]]"
28:10:013002:3591  ,    552.0 ,  284888.73 ,"Амурская область обл., Благовещенский р-н., Чигиринский с/с, с. Чигири"                                                                                                                                                                 ,"[[[[50.3200251172057, 127.52574868769611]]]]"
28:10:013002:3513  ,    500.0 ,  259254.02 ,"РФ, Амурская область, муниципальный район Благовещенский, сельское поселение Чигиринский сельсовет, село Чигири, переулок Саянский, земельный участок 27"                                                                               ,"[[[[50.31430602024118, 127.52208792263434]]]]"
28:10:013002:3512  ,    500.0 ,  259276.27 ,"РФ, Амурская область, муниципальный район Благовещенский, сельское поселение Чигиринский сельсовет, село Чигири, переулок Саянский, земельный участок 29"                                                                               ,"[[[[50.31418625656999, 127.52197284139574]]]]"
28:10:013002:3511  ,    500.0 ,  259298.44 ,"РФ, Амурская область, муниципальный район Благовещенский, сельское поселение Чигиринский сельсовет, село Чигири, переулок Саянский, земельный участок 31"                                                                               ,"[[[[50.31406683718539, 127.52185809388875]]]]"
28:10:013002:351   ,    650.0 ,  339054.43 ,"Амурская область, р-н Благовещенский, с Чигири"                                                                                                                                                                                         ,"[[[[50.32597199095532, 127.52160807931602]]]]"
28:10:013002:3474  ,    589.0 ,  305503.17 ,"РФ, Амурская область, муниципальный район Благовещенский, сельское поселение Чигиринский сельсовет, село Чигири, переулок Саянский, земельный участок 24"                                                                               ,"[[[[50.31402421567683, 127.52249226597678]]]]"
28:10:013002:3452  ,    589.0 ,  305534.43 ,"РФ, Амурская область, муниципальный район Благовещенский, сельское поселение Чигиринский сельсовет, село Чигири, переулок Саянский, земельный участок 26"                                                                               ,"[[[[50.313882920226916, 127.52235763344116]]]]"
28:10:013002:3098  ,    735.0 ,  381115.67 ,"Амурская область, р-н Благовещенский, с/с Чигиринский, с Чигири"                                                                                                                                                                        ,"[[[[50.31472846741482, 127.52439334237185]]]]"
28:10:013002:3074  ,          ,            ,                                                                                                                                                                                                                                         ,[]
28:10:013002:3070  ,   6260.0 ,48390813.99 ,"Амурская область, р-н Благовещенский, с/с Чигиринский, с Чигири"                                                                                                                                                                        ,"[[[[50.311146779565426, 127.53192103594361]]]]"
28:10:013002:3007  ,     28.0 ,   54527.07 ,"Российская Федерация, Амурская область, р-н Благовещенский, с Чигири"                                                                                                                                                                   ,"[[[[50.322830831868856, 127.50894427949594]]]]"
28:10:013002:2973  ,    700.0 ,  362611.83 ,"Амурская область, р-н Благовещенский, с/с Чигиринский, с Чигири"                                                                                                                                                                        ,"[[[[50.31588252274747, 127.52489133269249]]]]"
28:10:013002:2973  ,    700.0 ,  362611.83 ,"Амурская область, р-н Благовещенский, с/с Чигиринский, с Чигири"                                                                                                                                                                        ,"[[[[50.31588252274747, 127.52489133269249]]]]"
28:10:013002:276   ,   1402.0 ,  731314.33 ,"Амурская область, р-н Благовещенский, с Чигири"                                                                                                                                                                                         ,"[[[[50.327055982515255, 127.52555810656196]]]]"
28:10:013002:2695  ,    904.0 ,  471546.47 ,"Амурская область, р-н Благовещенский, с/с Чигиринский, с Чигири"                                                                                                                                                                        ,"[[[[50.31897376931232, 127.52847984052845]]]]"
28:10:013002:2694  ,    904.0 ,  471546.47 ,"Амурская область, р-н Благовещенский, с/с Чигиринский, с Чигири"                                                                                                                                                                        ,"[[[[50.31909786152083, 127.52816248879881]]]]"
28:10:013002:243   ,   1067.0 ,  553363.6  ,"Амурская область, р-н. Благовещенский, с. Чигири"                                                                                                                                                                                       ,"[[[[50.31365168559129, 127.5198723527513]]]]"
28:10:013002:2369  ,          ,            ,                                                                                                                                                                                                                                         ,[]
28:10:013002:2363  ,    773.0 ,  397880.07 ,"Амурская область, р-н Благовещенский, с Чигири"                                                                                                                                                                                         ,"[[[[50.319927924204016, 127.51094413322437]]]]"
28:10:013002:2362  ,          ,            ,                                                                                                                                                                                                                                         ,[]
28:10:013002:2361  ,          ,            ,                                                                                                                                                                                                                                         ,[]
28:10:013002:2358  ,          ,            ,                                                                                                                                                                                                                                         ,[]
28:10:013002:2125  ,    540.0 , 4174287.47 ,"Амурская область, р-н Благовещенский, с/с Чигиринский, с Чигири"                                                                                                                                                                        ,"[[[[50.316104256214224, 127.52317754976568]]]]"
28:10:013002:1713  ,          ,            ,                                                                                                                                                                                                                                         ,[]
28:10:013002:1042  ,    800.0 ,  413106.82 ,"Амурская область, р-н Благовещенский, с Чигири"                                                                                                                                                                                         ,"[[[[50.318599766330664, 127.52054428908745]]]]"
28:10:013002:1015  ,    725.0 ,  378176.1  ,"Амурская область, р-н Благовещенский, с Чигири"                                                                                                                                                                                         ,"[[[[50.32452940196345, 127.52265417452331]]]]"
28:10:013001:505   ,   1500.0 ,   95481.72 ,"Амурская область, р-н Благовещенский"                                                                                                                                                                                                   ,"[[[[50.363773654844486, 127.4339548972195]]]]"
